Unnamed: 0,artists,album_name,track_name,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,clusters,mood_index,Cluster,Mood,Normalized mood_index
20708,David Guetta;Sia,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),80,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,0,1.8129000000000002,1,neutral,0.5713726677063475
30160,David Guetta;Sia,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),80,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,0,1.8129000000000002,1,neutral,0.5713726677063475
104779,La Quinta Estacion,Flores De Alquiler,El Sol No Regresa,75,0.615,0.878,-4.056,0.035,0.052,1.16e-06,0.326,0.72,127.906,1,1.8128,0,neutral,0.5712762819783749
11003,Adele,Easy On Me,Easy On Me,85,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,2,1.8127999999999997,2,neutral,0.5712762819783747
3219,MARINA,Electra Heart (Deluxe),Bubblegum Bitch,78,0.495,0.856,-5.123,0.0311,0.000219,0.0,0.103,0.609,158.024,0,1.8127000000000002,1,neutral,0.5711798962504026
31580,MARINA,Electra Heart (Deluxe),Bubblegum Bitch,78,0.495,0.856,-5.123,0.0311,0.000219,0.0,0.103,0.609,158.024,0,1.8127000000000002,1,neutral,0.5711798962504026
89881,Camilo,De Adentro Pa Afuera,Aeropuerto,78,0.69,0.58,-4.395,0.199,0.0328,0.0,0.328,0.708,197.635,1,1.8123999999999998,0,neutral,0.5708907390664847
37908,Limp Bizkit,Significant Other,Break Stuff,77,0.432,0.884,-6.659,0.13,0.0127,0.000527,0.166,0.624,108.948,0,1.8123999999999998,1,neutral,0.5708907390664847
71421,Limp Bizkit,Significant Other,Break Stuff,77,0.432,0.884,-6.659,0.13,0.0127,0.000527,0.166,0.624,108.948,0,1.8123999999999998,1,neutral,0.5708907390664847
103007,John Legend,Love In The Future (Expanded Edition),All of Me,85,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,2,1.8122999999999998,2,neutral,0.5707943533385123
91754,The 1975,Being Funny In A Foreign Language,Oh Caroline,77,0.646,0.85,-5.466,0.0428,0.363,4.01e-05,0.0994,0.819,96.538,1,1.81178,0,neutral,0.5702931475530555
68500,Bad Bunny;Jhayco,DÁKITI,DÁKITI,83,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,1,1.8117,0,neutral,0.5702160389706776
67900,Bad Bunny;Jhayco,DÁKITI,DÁKITI,83,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,1,1.8117,0,neutral,0.5702160389706776
88600,Bad Bunny;Jhayco,DÁKITI,DÁKITI,83,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,1,1.8117,0,neutral,0.5702160389706776
89602,Bad Bunny;Jhayco,DÁKITI,DÁKITI,83,0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,1,1.8117,0,neutral,0.5702160389706776
106006,Ricky Rich;Dardan;DJ Gimi-O,Habibi (Albanian Remix),Habibi - Albanian Remix,76,0.639,0.728,-7.065,0.0301,0.0223,0.00384,0.68,0.0996,103.966,0,1.81156,1,neutral,0.570081098951516
81607,Ricky Rich;Dardan;DJ Gimi-O,Habibi (Albanian Remix),Habibi - Albanian Remix,76,0.639,0.728,-7.065,0.0301,0.0223,0.00384,0.68,0.0996,103.966,0,1.81156,1,neutral,0.570081098951516
112650,Madrigal,Seni Dert Etmeler,Seni Dert Etmeler,77,0.552,0.608,-11.211,0.0274,0.148,2.05e-05,0.332,0.835,88.002,1,1.8115,0,neutral,0.5700232675147326
39156,ATB;Topic;A7S,Your Love (9PM),Your Love (9PM),79,0.669,0.784,-5.603,0.112,0.194,6.28e-06,0.115,0.517,125.993,1,1.8115,0,neutral,0.5700232675147326
15007,dhruv,rapunzel,double take,83,0.656,0.436,-11.141,0.0744,0.845,0.0,0.221,0.196,109.239,2,1.8110000000000004,2,neutral,0.5695413388748705
81353,dhruv,rapunzel,double take,83,0.656,0.436,-11.141,0.0744,0.845,0.0,0.221,0.196,109.239,2,1.8110000000000004,2,neutral,0.5695413388748705
68963,Ozuna;J Balvin;Chencho Corleone,Enoc,Una Locura,76,0.714,0.761,-4.596,0.0427,0.139,0.00035,0.241,0.906,168.022,1,1.811,0,neutral,0.56954133887487
30558,David Guetta;Kid Cudi,One More Love,Memories (feat. Kid Cudi),77,0.546,0.916,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983,0,1.8108999999999997,1,neutral,0.5694449531468974
19658,Shania Twain,Come On Over,Man! I Feel Like A Woman!,78,0.657,0.639,-7.527,0.0412,0.581,0.0,0.278,0.674,124.882,1,1.8108,0,neutral,0.569348567418925
47109,Iron Maiden,Piece of Mind (2015 Remaster),The Trooper - 2015 Remaster,75,0.285,0.908,-4.601,0.0705,0.0318,0.00909,0.311,0.669,159.756,0,1.8107,1,neutral,0.5692521816909526
71272,Iron Maiden,Piece of Mind (2015 Remaster),The Trooper - 2015 Remaster,75,0.285,0.908,-4.601,0.0705,0.0318,0.00909,0.311,0.669,159.756,0,1.8107,1,neutral,0.5692521816909526
20809,Doja Cat,Hot Pink,Say So,79,0.787,0.673,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,1,1.8105800000000003,0,neutral,0.5691365188173859
53204,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,0.824,0.697,-4.869,0.0473,0.158,4.11e-05,0.077,0.757,99.988,1,1.8105,0,neutral,0.5690594102350076
83012,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,0.824,0.697,-4.869,0.0473,0.158,4.11e-05,0.077,0.757,99.988,1,1.8105,0,neutral,0.5690594102350076
31403,Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),79,0.824,0.697,-4.869,0.0473,0.158,4.11e-05,0.077,0.757,99.988,1,1.8105,0,neutral,0.5690594102350076
53977,Calvin Harris;Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),74,0.733,0.96,-3.597,0.0295,0.0514,0.00199,0.287,0.811,124.01,1,1.8105,0,neutral,0.5690594102350076
83134,Calvin Harris;Tom Grennan,By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),74,0.733,0.96,-3.597,0.0295,0.0514,0.00199,0.287,0.811,124.01,1,1.8105,0,neutral,0.5690594102350076
31050,Billie Eilish,everything i wanted,everything i wanted,86,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,2,1.8104999999999998,2,neutral,0.5690594102350074
85167,The Cure,Three Imaginary Boys,Boys Don't Cry,77,0.462,0.836,-5.766,0.0621,0.00517,0.0,0.18,0.671,168.766,0,1.8102999999999998,1,neutral,0.5688666387790625
86257,The Cure,Three Imaginary Boys,Boys Don't Cry,77,0.462,0.836,-5.766,0.0621,0.00517,0.0,0.18,0.671,168.766,0,1.8102999999999998,1,neutral,0.5688666387790625
33140,Fall Out Boy,From Under The Cork Tree,"Sugar, We're Goin Down",78,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,0,1.8102000000000005,1,neutral,0.5687702530510906
87008,Sleepy Hallow,Still Sleep?,2055,81,0.829,0.512,-5.865,0.187,0.492,0.0,0.12,0.638,80.511,1,1.8102,0,neutral,0.5687702530510902
103713,The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,77,0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,1,1.8101999999999996,1,neutral,0.5687702530510897
91915,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Danger Zone - From ""Top Gun"" Original Soundtrack",77,0.544,0.897,-6.056,0.0471,0.241,0.0,0.13,0.647,157.17,1,1.8100999999999998,1,neutral,0.5686738673231175
89972,KAROL G,SEJODIOTO,SEJODIOTO,79,0.822,0.736,-3.969,0.15,0.157,0.000781,0.0748,0.679,175.93,1,1.81006,0,neutral,0.5686353130319287
110000,Tiësto,The Business,The Business,82,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,1,1.8099,0,neutral,0.5684810958671728
30300,Tiësto,The Business,The Business,82,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,1,1.8099,0,neutral,0.5684810958671728
53250,Tiësto,The Business,The Business,82,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,1,1.8099,0,neutral,0.5684810958671728
68863,Mora;Sech,MICRODOSIS,TUS LÁGRIMAS,80,0.683,0.714,-4.898,0.252,0.181,1e-06,0.111,0.448,173.963,1,1.8098000000000003,1,neutral,0.5683847101392006
3263,Linkin Park,Meteora,Faint,77,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,1,1.8096200000000002,0,neutral,0.5682112158288499
44022,Linkin Park,Meteora,Faint,77,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,1,1.8096200000000002,0,neutral,0.5682112158288499
71111,Linkin Park,Meteora,Faint,77,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095,1,1.8096200000000002,0,neutral,0.5682112158288499
71586,Twisted Sister,Stay Hungry,We're Not Gonna Take It,75,0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186,1,1.8094000000000001,0,neutral,0.5679991672273104
47328,Twisted Sister,Stay Hungry,We're Not Gonna Take It,75,0.502,0.924,-6.299,0.0503,0.0127,0.0,0.162,0.922,149.186,1,1.8094000000000001,0,neutral,0.5679991672273104
33090,Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),73,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99,0,1.8089000000000002,1,neutral,0.567517238587448
65065,BTS,Wings,Blood Sweat & Tears,75,0.584,0.885,-3.571,0.104,0.0244,0.0,0.357,0.605,92.9,1,1.8089,0,neutral,0.5675172385874478
84228,T. Rex,Electric Warrior,Get It On,71,0.728,0.878,-6.926,0.0564,0.176,0.856,0.61,0.911,126.59,1,1.8087000000000004,0,neutral,0.5673244671315033
60002,Fetty Wap;Remy Boyz,679 (feat. Remy Boyz),679 (feat. Remy Boyz),74,0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,0,1.8087000000000004,1,neutral,0.5673244671315033
62103,Fetty Wap;Remy Boyz,679 (feat. Remy Boyz),679 (feat. Remy Boyz),74,0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05,0,1.8087000000000004,1,neutral,0.5673244671315033
8525,T. Rex,Electric Warrior,Get It On,71,0.728,0.878,-6.926,0.0564,0.176,0.856,0.61,0.911,126.59,1,1.8087000000000004,0,neutral,0.5673244671315033
57030,Aditya A,Chaand Baaliyan,Chaand Baaliyan,81,0.729,0.396,-8.98,0.0359,0.796,0.0,0.104,0.886,97.281,1,1.8085999999999998,0,neutral,0.5672280814035302
20306,Ariana Grande,My Everything (Deluxe),One Last Time,83,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026,0,1.8082,1,neutral,0.5668425384916405
51200,Future,FUTURE,Mask Off,83,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,1,1.8078999999999996,0,neutral,0.5665533813077226
56858,Declan McKenna,What Do You Think About the Car?,Brazil,80,0.687,0.617,-5.213,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,1,1.8078600000000002,0,neutral,0.5665148270165342
2401,Declan McKenna,What Do You Think About the Car?,Brazil,80,0.687,0.617,-5.213,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,1,1.8078600000000002,0,neutral,0.5665148270165342
3706,Declan McKenna,What Do You Think About the Car?,Brazil,80,0.687,0.617,-5.213,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,1,1.8078600000000002,0,neutral,0.5665148270165342
48075,The Notorious B.I.G.;Mase;Diddy,Life After Death (2014 Remastered Edition),Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,75,0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,1,1.8077999999999999,0,neutral,0.5664569955797504
20808,Ariana Grande;Doja Cat,Positions,motive (with Doja Cat),78,0.789,0.742,-5.664,0.0652,0.0681,0.0,0.166,0.661,116.965,1,1.8077000000000005,0,neutral,0.5663606098517785
81360,Katy Perry,Smile,Harleys In Hawaii,78,0.721,0.751,-6.203,0.125,0.162,6.59e-06,0.118,0.738,140.095,1,1.8076,0,neutral,0.5662642241238056
20058,Katy Perry,Smile,Harleys In Hawaii,78,0.721,0.751,-6.203,0.125,0.162,6.59e-06,0.118,0.738,140.095,1,1.8076,0,neutral,0.5662642241238056
31304,Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,77,0.653,0.836,-5.626,0.0457,0.0452,0.299,0.1,0.804,133.182,1,1.8075999999999997,0,neutral,0.5662642241238052
56107,Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,77,0.653,0.836,-5.626,0.0457,0.0452,0.299,0.1,0.804,133.182,1,1.8075999999999997,0,neutral,0.5662642241238052
30302,Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,77,0.653,0.836,-5.626,0.0457,0.0452,0.299,0.1,0.804,133.182,1,1.8075999999999997,0,neutral,0.5662642241238052
57204,Ellie Goulding;Speed Radio,Lights (Sped Up Version),Lights - Sped Up Version,77,0.653,0.836,-5.626,0.0457,0.0452,0.299,0.1,0.804,133.182,1,1.8075999999999997,0,neutral,0.5662642241238052
86652,Sublime,Sublime,Santeria,78,0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,1,1.8073000000000004,0,neutral,0.5659750669398884
33184,My Chemical Romance,Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),77,0.21,0.94,-3.427,0.123,0.00602,0.0,0.269,0.255,179.722,0,1.8073000000000001,1,neutral,0.5659750669398882
86216,My Chemical Romance,Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),77,0.21,0.94,-3.427,0.123,0.00602,0.0,0.269,0.255,179.722,0,1.8073000000000001,1,neutral,0.5659750669398882
83056,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),77,0.781,0.768,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,1,1.8072,0,neutral,0.5658786812119154
53652,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),77,0.781,0.768,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,1,1.8072,0,neutral,0.5658786812119154
31901,Calvin Harris;Sam Smith;Jessie Reyez,Promises (with Sam Smith),Promises (with Sam Smith),77,0.781,0.768,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,1,1.8072,0,neutral,0.5658786812119154
60003,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,74,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,1,1.8070999999999997,0,neutral,0.5657822954839428
62108,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,74,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,1,1.8070999999999997,0,neutral,0.5657822954839428
56653,bôa,Twilight,Duvet,77,0.583,0.888,-9.414,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,1,1.8069200000000003,0,neutral,0.5656088011735929
56011,G-Eazy;Halsey,The Beautiful & Damned,Him & I (with Halsey),79,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908,0,1.8069,1,neutral,0.565589524027998
57060,G-Eazy;Halsey,The Beautiful & Damned,Him & I (with Halsey),79,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908,0,1.8069,1,neutral,0.565589524027998
51502,G-Eazy;Halsey,The Beautiful & Damned,Him & I (with Halsey),79,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908,0,1.8069,1,neutral,0.565589524027998
81059,Ruth B.;slater,Dandelions (slowed + reverb),Dandelions - slowed + reverb,81,0.573,0.715,-3.293,0.0256,0.0444,0.0,0.0898,0.258,101.699,0,1.80676,1,neutral,0.5654545840088365
81862,Jennifer Lopez;Pitbull,Love?,On The Floor,79,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,1,1.8067199999999999,0,neutral,0.5654160297176475
20106,Jennifer Lopez;Pitbull,Love?,On The Floor,79,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130.0,1,1.8067199999999999,0,neutral,0.5654160297176475
53061,Surf Mesa;Emilee,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),77,0.674,0.774,-7.567,0.0892,0.0686,0.00188,0.393,0.33,112.05,0,1.8064,1,neutral,0.5651075953881357
51414,VTORNIK;Phonk,Money Rain (Phonk Remix),Money Rain - Phonk Remix,77,0.936,0.791,-3.605,0.235,0.355,0.00628,0.168,0.746,102.02,1,1.8063999999999996,0,neutral,0.5651075953881353
62202,なとり,Overdose,Overdose,78,0.733,0.598,-9.453,0.0377,0.0307,1.7e-05,0.218,0.831,118.012,1,1.8063000000000002,0,neutral,0.5650112096601634
107121,The Human League,Dare!,Don't You Want Me,76,0.731,0.738,-8.125,0.0377,0.184,0.0,0.214,0.958,117.656,1,1.8062,0,neutral,0.5649148239321907
14000,Pinkfong,Pinkfong Animal Songs,Baby Shark,77,0.829,0.886,-1.746,0.112,0.259,0.0,0.0559,0.777,115.056,1,1.8060800000000001,0,neutral,0.5647991610586238
56058,Labrinth,Imagination & the Misfit Kid,Mount Everest,83,0.494,0.428,-7.239,0.205,0.236,0.0698,0.0816,0.44,87.724,2,1.8059200000000004,2,neutral,0.5646449438938681
57108,Labrinth,Imagination & the Misfit Kid,Mount Everest,83,0.494,0.428,-7.239,0.205,0.236,0.0698,0.0816,0.44,87.724,2,1.8059200000000004,2,neutral,0.5646449438938681
85109,The Smiths,Hatful of Hollow,Heaven Knows I'm Miserable Now - 2011 Remaster,77,0.609,0.759,-4.862,0.0276,0.028,0.0,0.183,0.774,114.045,1,1.8058,0,neutral,0.5645292810203008
20452,Ariana Grande,Sweetener,God is a woman,80,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,0,1.8058,1,neutral,0.5645292810203008
86212,The Smiths,Hatful of Hollow,Heaven Knows I'm Miserable Now - 2011 Remaster,77,0.609,0.759,-4.862,0.0276,0.028,0.0,0.183,0.774,114.045,1,1.8058,0,neutral,0.5645292810203008
30308,Jonas Blue;JP Cooper,Blue,Perfect Strangers,76,0.73,0.861,-4.1,0.0451,0.39,0.0,0.213,0.704,117.965,1,1.8052,0,neutral,0.5639509666524657
20920,Jonas Blue;JP Cooper,Blue,Perfect Strangers,76,0.73,0.861,-4.1,0.0451,0.39,0.0,0.213,0.704,117.965,1,1.8052,0,neutral,0.5639509666524657
53307,Jonas Blue;JP Cooper,Blue,Perfect Strangers,76,0.73,0.861,-4.1,0.0451,0.39,0.0,0.213,0.704,117.965,1,1.8052,0,neutral,0.5639509666524657
88909,J Balvin;Maria Becerra,JOSE,Qué Más Pues?,76,0.903,0.817,-3.972,0.095,0.0272,0.000311,0.242,0.732,102.014,1,1.8049999999999997,0,neutral,0.5637581951965206
89766,J Balvin;Maria Becerra,JOSE,Qué Más Pues?,76,0.903,0.817,-3.972,0.095,0.0272,0.000311,0.242,0.732,102.014,1,1.8049999999999997,0,neutral,0.5637581951965206
79053,The Fray,How To Save A Life,How to Save a Life,80,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,1,1.8049000000000004,0,neutral,0.5636618094685487
91951,The Fray,How To Save A Life,How to Save a Life,80,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,1,1.8049000000000004,0,neutral,0.5636618094685487
30659,Joel Corry;RAYE;David Guetta,BED,BED,76,0.671,0.782,-4.593,0.0341,0.0142,0.00221,0.333,0.618,123.989,1,1.8048000000000002,0,neutral,0.563565423740576
53703,Joel Corry;RAYE;David Guetta,BED,BED,76,0.671,0.782,-4.593,0.0341,0.0142,0.00221,0.333,0.618,123.989,1,1.8048000000000002,0,neutral,0.563565423740576
89955,Nio Garcia;J Balvin;Bad Bunny,AM Remix,AM Remix,79,0.743,0.655,-5.015,0.159,0.114,0.0,0.0764,0.785,172.031,1,1.8047799999999998,0,neutral,0.5635461465949811
68906,Nio Garcia;J Balvin;Bad Bunny,AM Remix,AM Remix,79,0.743,0.655,-5.015,0.159,0.114,0.0,0.0764,0.785,172.031,1,1.8047799999999998,0,neutral,0.5635461465949811
106002,Zara Larsson,So Good,Lush Life,77,0.694,0.712,-3.923,0.046,0.132,0.0,0.211,0.799,98.023,1,1.8045000000000002,0,neutral,0.5632762665566586
65951,LE SSERAFIM,ANTIFRAGILE,ANTIFRAGILE,77,0.882,0.797,-3.299,0.0819,0.0821,0.0,0.113,0.824,105.025,1,1.8044,0,neutral,0.5631798808286859
39158,Milky Chance,Sadnecessary,Stolen Dance,80,0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,0.728,114.016,1,1.8041800000000001,0,neutral,0.5629678322271465
57050,JVKE,this is what ____ feels like (Vol. 1-4),golden hour,81,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,2,1.8038999999999998,2,neutral,0.5626979521888233
56001,JVKE,this is what ____ feels like (Vol. 1-4),golden hour,81,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,2,1.8038999999999998,2,neutral,0.5626979521888233
31259,Carly Rae Jepsen,Kiss,Call Me Maybe,80,0.783,0.58,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,1,1.8036,0,neutral,0.562408795004906
20302,Demi Lovato,Confident,Cool for the Summer,81,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,0,1.8035999999999999,1,neutral,0.5624087950049059
3702,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,79,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,1,1.8035800000000002,0,neutral,0.5623895178593117
2450,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,79,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,1,1.8035800000000002,0,neutral,0.5623895178593117
8365,Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,76,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,0,1.8033000000000006,1,neutral,0.5621196378209891
47269,Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,76,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,0,1.8033000000000006,1,neutral,0.5621196378209891
71643,Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,76,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,0,1.8033000000000006,1,neutral,0.5621196378209891
31200,Melanie Martinez,Cry Baby (Deluxe Edition),Pacify Her,80,0.576,0.593,-6.024,0.0306,0.0467,0.000767,0.237,0.373,157.993,0,1.8033000000000001,1,neutral,0.5621196378209886
51753,A$AP Rocky;Skepta,TESTING,Praise The Lord (Da Shine) (feat. Skepta),82,0.854,0.569,-8.151,0.106,0.0609,0.0816,0.1,0.294,80.015,1,1.8032000000000004,0,neutral,0.5620232520930164
91365,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,82,0.414,0.404,-9.928,0.0499,0.271,0.0,0.3,0.224,71.105,2,1.8032000000000004,2,neutral,0.5620232520930164
71519,Deftones,Around the Fur,Be Quiet and Drive (Far Away),76,0.206,0.965,-5.116,0.079,9.91e-06,0.827,0.367,0.168,92.615,0,1.8032000000000004,1,neutral,0.5620232520930164
89822,Justin Quiles;Chimbala;Zion & Lennox,Loco,Loco,76,0.77,0.899,-2.981,0.0494,0.222,1.14e-06,0.0894,0.851,128.05,1,1.8027799999999998,0,neutral,0.5616184320355314
68769,Justin Quiles;Chimbala;Zion & Lennox,Loco,Loco,76,0.77,0.899,-2.981,0.0494,0.222,1.14e-06,0.0894,0.851,128.05,1,1.8027799999999998,0,neutral,0.5616184320355314
37900,MC Kevin o Chris,Incendeia,Incendeia,80,0.893,0.461,-5.708,0.422,0.713,0.0406,0.117,0.864,135.136,1,1.8020000000000003,0,neutral,0.5608666233573465
65514,Red Velvet,‘The ReVe Festival 2022 - Feel My Rhythm’,Feel My Rhythm,75,0.412,0.94,-2.171,0.215,0.0648,0.0,0.358,0.423,157.964,0,1.8018999999999998,1,neutral,0.5607702376293735
71352,Tomorrow,ННД,ННД,69,0.407,0.938,-3.263,0.0553,0.0339,0.00141,0.807,0.729,172.661,0,1.8018999999999998,1,neutral,0.5607702376293735
13001,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,0.72,0.741,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896,1,1.8016999999999999,0,neutral,0.5605774661734286
53110,Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,0.72,0.741,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896,1,1.8016999999999999,0,neutral,0.5605774661734286
20652,Britney Spears,Blackout,Gimme More,79,0.788,0.844,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,1,1.80146,0,neutral,0.5603461404262948
51939,Eminem,Just Lose It,"Lose Yourself - From ""8 Mile"" Soundtrack",79,0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355,0,1.80136,1,neutral,0.5602497546983224
89726,Myke Towers,Luces De Neón,Luces De Neón,80,0.747,0.619,-6.009,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,1,1.8011,0,neutral,0.5599991518055938
68674,Myke Towers,Luces De Neón,Luces De Neón,80,0.747,0.619,-6.009,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,1,1.8011,0,neutral,0.5599991518055938
88758,Myke Towers,Luces De Neón,Luces De Neón,80,0.747,0.619,-6.009,0.0588,0.0865,2.03e-05,0.103,0.567,94.98,1,1.8011,0,neutral,0.5599991518055938
81384,Shawn Mendes;Camila Cabello,Shawn Mendes (Deluxe),Señorita,80,0.759,0.548,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967,1,1.80106,0,neutral,0.559960597514405
20070,Shawn Mendes;Camila Cabello,Shawn Mendes (Deluxe),Señorita,80,0.759,0.548,-6.049,0.029,0.0392,0.0,0.0828,0.749,116.967,1,1.80106,0,neutral,0.559960597514405
31001,Jeremy Zucker,"summer,",comethru,79,0.795,0.178,-11.991,0.0574,0.607,0.0,0.623,0.608,93.982,2,1.8010000000000002,0,neutral,0.5599027660776215
81856,Jeremy Zucker,"summer,",comethru,79,0.795,0.178,-11.991,0.0574,0.607,0.0,0.623,0.608,93.982,2,1.8010000000000002,0,neutral,0.5599027660776215
11001,Adele,21,Set Fire to the Rain,80,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,1,1.8010000000000002,0,neutral,0.5599027660776215
103002,Adele,21,Set Fire to the Rain,80,0.603,0.67,-3.882,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,1,1.8010000000000002,0,neutral,0.5599027660776215
